,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
4659,1987,15303,merc, X-CLASS,2018,Automatic,7000,Diesel,260.0,35.8,2.3,27990
4660,1988,16718,merc, CLA Class,2018,Automatic,6466,Petrol,150.0,52.3,1.6,19950
4661,1989,15495,toyota, Avensis,2017,Manual,14458,Petrol,150.0,43.5,1.8,13498
4662,1990,17600,vw, Caravelle,2019,Automatic,10,Diesel,145.0,33.6,2.0,54995
4663,1991,18623,hyundi, Santa Fe,2020,Automatic,2885,Diesel,145.0,39.2,2.2,36999
4664,1992,19352,vw, Arteon,2019,Automatic,11267,Diesel,145.0,50.4,2.0,26990
4665,1993,19371,bmw, X4,2016,Automatic,74001,Diesel,145.0,54.3,2.0,18995
4666,1994,13210,merc, V Class,2019,Manual,35,Diesel,145.0,46.3,2.1,20950
4667,1995,16854,merc, V Class,2016,Automatic,20751,Diesel,235.0,44.8,2.2,32895
4668,1996,19507,vw, California,2019,Automatic,4653,Diesel,260.0,33.2,2.0,57991
4669,1997,15501,vw, Tiguan Allspace,2018,Semi-Auto,7198,Diesel,150.0,47.9,2.0,25498
4670,1998,19421,merc, GL Class,2016,Automatic,72000,Diesel,300.0,39.2,3.0,30990
4671,1999,15379,bmw, 7 Series,2017,Semi-Auto,34335,Diesel,145.0,54.3,3.0,27100
4672,2000,14355,hyundi, IX20,2016,Manual,18146,Petrol,125.0,50.4,1.4,7695
4673,2001,19406,merc, V Class,2013,Automatic,78000,Diesel,300.0,38.7,2.1,14995
4674,2002,14217,vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145.0,46.3,2.0,19995
4675,2003,17659,hyundi, IX35,2014,Manual,39472,Petrol,200.0,41.5,1.6,7750
4676,2004,16554,bmw, X6,2016,Automatic,33500,Diesel,240.0,42.8,3.0,32000
4677,2005,12629,ford, Grand C-MAX,2016,Manual,11969,Diesel,30.0,64.2,1.5,10000
4678,2006,16903,merc, SLK,2015,Semi-Auto,29945,Diesel,145.0,56.5,2.0,13795
4679,2007,16664,merc, GL Class,2015,Automatic,27000,Diesel,125.0,55.4,2.1,16990
4680,2008,14023,vw, Scirocco,2017,Manual,9287,Diesel,145.0,53.3,2.0,16798
4681,2009,16970,vw, CC,2016,Automatic,75387,Diesel,125.0,58.9,2.0,10329
4682,2010,19513,merc, GL Class,2017,Manual,22750,Diesel,30.0,64.2,2.1,17499
4683,2011,18261,ford, KA,2015,Manual,28322,Petrol,30.0,57.7,1.2,4998
4684,2012,15756,skoda, Yeti,2016,Semi-Auto,46367,Petrol,125.0,51.4,1.2,11080
4685,2013,13908,merc, V Class,2018,Manual,20138,Diesel,145.0,46.3,2.1,20498
4686,2014,18479,merc, V Class,2019,Automatic,4000,Diesel,145.0,36.2,2.0,44631
4687,2015,16278,bmw, M4,2017,Semi-Auto,23250,Petrol,300.0,34.0,3.0,34995
4688,2016,14537,toyota, Avensis,2011,Automatic,127000,Diesel,235.0,42.8,2.2,2995
4689,2017,13836,merc, V Class,2019,Automatic,1659,Diesel,145.0,44.8,2.1,39995
4690,2018,16913,hyundi, Santa Fe,2015,Automatic,91700,Diesel,265.0,41.5,2.2,11500
4691,2019,18686,vw, Amarok,2016,Manual,48638,Diesel,260.0,35.3,2.0,15990
4692,2020,15706,audi, A7,2015,Automatic,55457,Diesel,165.0,52.3,3.0,18780
4693,2021,12350,skoda, Scala,2019,Semi-Auto,469,Diesel,145.0,54.3,1.6,17750
4694,2022,17278,toyota, Land Cruiser,2019,Semi-Auto,15200,Diesel,145.0,30.1,2.8,44935
4695,2023,12714,audi, S4,2019,Automatic,6000,Diesel,145.0,39.2,3.0,42888
4696,2024,18139,bmw, M2,2019,Automatic,1500,Petrol,145.0,29.1,3.0,48200
4697,2025,14820,ford, Edge,2018,Automatic,2889,Diesel,145.0,37.2,2.0,30699
4698,2026,17152,skoda, Scala,2019,Manual,2250,Petrol,145.0,49.6,1.0,14995
4699,2027,14270,hyundi, IX35,2015,Automatic,51500,Diesel,260.0,41.5,2.0,10000
4700,2028,18787,ford, Grand C-MAX,2016,Automatic,44956,Diesel,30.0,58.9,1.5,8480
4701,2029,17408,bmw, X4,2016,Semi-Auto,75680,Diesel,145.0,54.3,2.0,18860
4702,2030,14030,toyota, Avensis,2018,Manual,37191,Diesel,145.0,67.3,1.6,13695
4703,2031,16715,vw, Arteon,2019,Manual,100,Diesel,150.0,52.3,2.0,23990
4704,2032,18266,vw, Arteon,2019,Automatic,7964,Diesel,145.0,50.4,2.0,24999
4705,2033,15741,vw, Scirocco,2017,Manual,10837,Petrol,145.0,52.3,1.4,14250
4706,2034,17071,bmw, 7 Series,2019,Semi-Auto,7780,Petrol,145.0,34.5,3.0,47990
4707,2035,12977,toyota, Verso,2017,Manual,12114,Petrol,145.0,41.5,1.6,12660
4708,2036,15043,vw, Arteon,2019,Semi-Auto,9753,Diesel,145.0,50.4,2.0,26886
4709,2037,19193,toyota, Prius,2017,Automatic,45756,Hybrid,140.0,94.1,1.8,17498
4710,2038,15585,vauxhall, Zafira Tourer,2017,Manual,16425,Petrol,150.0,41.5,1.4,11499
4711,2039,15485,toyota, Supra,2019,Automatic,2771,Petrol,145.0,34.5,3.0,48950
4712,2040,13452,merc, CLS Class,2018,Semi-Auto,5611,Diesel,145.0,48.7,2.9,34499
4713,2041,15107,ford, Mustang,2019,Automatic,12,Petrol,145.0,30.7,2.3,35488
4714,2042,18757,bmw, 7 Series,2016,Semi-Auto,18190,Petrol,200.0,40.4,3.0,33000
4715,2043,15839,vw, Beetle,2016,Semi-Auto,41000,Diesel,30.0,64.2,2.0,10444
4716,2044,16282,ford, Galaxy,2017,Manual,34034,Diesel,150.0,56.5,2.0,17998
4717,2045,19564,merc, GL Class,2015,Automatic,23117,Diesel,125.0,55.4,2.1,17399
4718,2046,13182,vw, Arteon,2019,Semi-Auto,9000,Petrol,145.0,47.1,2.0,26990
4719,2047,17259,audi, A7,2014,Automatic,58732,Diesel,235.0,44.8,3.0,19975
4720,2048,14771,skoda, Yeti,2016,Automatic,25956,Petrol,125.0,51.4,1.2,11800
4721,2049,15484,merc, S Class,2019,Semi-Auto,1022,Petrol,145.0,34.0,4.0,95099
4722,2050,19474,merc, GL Class,2014,Automatic,24809,Petrol,200.0,42.8,2.0,17499
4723,2051,18344,hyundi, IX35,2015,Manual,39000,Diesel,145.0,54.3,1.7,8490
4724,2052,15696,merc, M Class,2015,Automatic,49355,Diesel,200.0,46.3,2.1,19940
4725,2053,14768,ford, Puma,2019,Manual,110,Petrol,145.0,50.4,1.0,19750
4726,2054,18260,vw, CC,2015,Semi-Auto,72098,Diesel,125.0,58.9,2.0,9950
4727,2055,19438,toyota, Prius,2016,Automatic,33501,Hybrid,0.0,94.1,1.8,15999
4728,2056,18643,merc, SLK,2014,Automatic,16500,Diesel,145.0,56.5,2.1,16994
4729,2057,15045,vw, Amarok,2019,Automatic,8380,Diesel,260.0,33.6,3.0,34490
4730,2058,13671,skoda, Scala,2019,Semi-Auto,4419,Petrol,150.0,47.1,1.0,15285
4731,2059,12423,toyota, Prius,2019,Automatic,8925,Hybrid,135.0,64.2,1.8,23690
4732,2060,15418,toyota, Prius,2016,Automatic,18793,Hybrid,0.0,94.1,1.8,18999
4733,2061,15896,bmw, X4,2019,Semi-Auto,6982,Diesel,145.0,40.9,3.0,38980
4734,2062,19178,vauxhall, GTC,2016,Manual,21188,Petrol,160.0,47.1,1.4,7760
4735,2063,17539,bmw, Z4,2020,Semi-Auto,5,Petrol,145.0,38.7,2.0,33450
4736,2064,13276,merc, SLK,2016,Semi-Auto,16107,Diesel,30.0,70.6,2.0,17980
4737,2065,14152,vw, Scirocco,2016,Semi-Auto,9740,Diesel,30.0,57.6,2.0,15500
4738,2066,12525,toyota, Verso,2016,Automatic,22703,Petrol,165.0,43.5,1.8,14995
4739,2067,18962,hyundi, IX35,2015,Manual,64708,Diesel,150.0,53.3,1.7,8090
4740,2068,15749,hyundi, IX20,2017,Manual,7673,Petrol,125.0,50.4,1.4,9998
4741,2069,13860,ford, KA,2014,Manual,43001,Petrol,30.0,57.7,1.2,4250
4742,2070,14607,vw, Beetle,2015,Manual,5118,Petrol,125.0,51.4,1.2,11695
4743,2071,13904,bmw, X4,2019,Semi-Auto,10797,Diesel,145.0,40.4,3.0,37980
4744,2072,18528,hyundi, IX35,2013,Manual,55736,Diesel,200.0,48.7,2.0,7999
4745,2073,18032,toyota, Prius,2012,Automatic,37870,Hybrid,0.0,134.5,1.8,13199
4746,2074,13204,hyundi, I40,2016,Manual,26775,Diesel,30.0,65.7,1.7,10498
4747,2075,14256,merc, CLS Class,2019,Automatic,107,Diesel,145.0,47.9,2.9,46952
4748,2076,19325,vw, Arteon,2019,Semi-Auto,13500,Diesel,145.0,44.1,2.0,25990
4749,2077,14238,merc, V Class,2018,Manual,38000,Diesel,145.0,46.3,2.1,18990
4750,2078,15125,toyota, Land Cruiser,2019,Automatic,4512,Diesel,145.0,30.1,2.8,44995
4751,2079,17975,ford, Edge,2017,Semi-Auto,39000,Diesel,160.0,48.7,2.0,19395
4752,2080,17904,merc, V Class,2019,Automatic,18398,Diesel,150.0,48.7,2.1,20691
4753,2081,17378,vw, Arteon,2019,Automatic,2494,Diesel,145.0,44.1,2.0,32495
4754,2082,14457,vauxhall, Antara,2015,Manual,52889,Diesel,240.0,44.1,2.2,6500
4755,2083,13341,bmw, M2,2020,Semi-Auto,101,Petrol,150.0,29.1,3.0,44995
4756,2084,17439,vw, Tiguan Allspace,2019,Automatic,8000,Diesel,145.0,39.2,2.0,27499
4757,2085,19166,bmw, M3,2009,Manual,65000,Petrol,580.0,21.9,4.0,16950
4758,2086,16050,merc, CLS Class,2017,Semi-Auto,30004,Diesel,125.0,57.7,2.1,19980
4759,2087,15377,vw, Amarok,2015,Manual,73000,Diesel,260.0,35.3,2.0,14995
4760,2088,16904,merc, S Class,2019,Semi-Auto,695,Diesel,145.0,52.3,3.0,54899
4761,2089,12351,ford, Edge,2018,Semi-Auto,8044,Diesel,145.0,47.9,2.0,27400
4762,2090,15492,vauxhall, GTC,2016,Automatic,17775,Petrol,200.0,42.8,1.4,7250
4763,2091,19064,merc, CLS Class,2013,Semi-Auto,85967,Diesel,200.0,46.3,3.0,11991
4764,2092,13542,audi, A7,2015,Manual,47000,Diesel,160.0,52.3,3.0,21990
4765,2093,13365,vw, Arteon,2019,Automatic,80,Petrol,145.0,40.4,1.5,25000
4766,2094,16401,vw, Arteon,2019,Semi-Auto,9000,Petrol,145.0,47.1,2.0,25500
4767,2095,13100,merc, S Class,2016,Semi-Auto,21739,Diesel,205.0,47.9,3.0,31041
4768,2096,14721,ford, Mustang,2019,Automatic,800,Petrol,145.0,22.1,5.0,39995
4769,2097,18042,merc, CLS Class,2019,Semi-Auto,5524,Diesel,145.0,47.9,2.9,46495
4770,2098,18251,bmw, i8,2019,Automatic,176,Hybrid,135.0,141.2,1.5,72000
4771,2099,17999,vw, Caddy Maxi Life,2020,Semi-Auto,1000,Diesel,145.0,46.3,2.0,20990
4772,2100,18218,merc, V Class,2018,Manual,22011,Diesel,145.0,46.3,2.1,20498
4773,2101,18986,hyundi, Santa Fe,2017,Manual,7493,Diesel,200.0,47.1,2.2,19691
4774,2102,19194,skoda, Rapid,2013,Semi-Auto,54400,Petrol,150.0,35.3,1.4,6000
4775,2103,13149,audi, S4,2019,Automatic,4900,Diesel,145.0,40.4,0.0,45000
4776,2104,12243,vw, Jetta,2015,Manual,35242,Diesel,20.0,70.6,2.0,7999
4777,2105,19461,bmw, X7,2019,Semi-Auto,6506,Diesel,145.0,31.4,3.0,77880
4778,2106,15349,bmw, X4,2015,Automatic,50323,Diesel,145.0,54.3,2.0,19290
4779,2107,16816,ford, Galaxy,2016,Manual,30416,Diesel,125.0,56.5,2.0,17000
4780,2108,13574,skoda, Rapid,2017,Manual,15396,Petrol,145.0,57.7,1.2,8406
4781,2109,17584,bmw, 7 Series,2020,Semi-Auto,6555,Diesel,145.0,42.2,3.0,53000
4782,2110,15905,bmw, Z4,2011,Manual,26000,Petrol,300.0,33.2,2.5,12995
4783,2111,12942,vw, Arteon,2019,Automatic,5619,Petrol,145.0,32.8,2.0,35750
4784,2112,17433,hyundi, IX20,2017,Manual,18975,Petrol,150.0,50.4,1.4,8995
4785,2113,16995,ford, Puma,2020,Manual,484,Petrol,145.0,50.4,1.0,22500
4786,2114,12765,bmw, M3,2004,Manual,80000,Petrol,330.0,23.7,3.2,16950
4787,2115,13679,vauxhall, Zafira Tourer,2017,Manual,8190,Petrol,205.0,42.2,1.4,12999
4788,2116,16532,vauxhall, GTC,2016,Manual,24000,Petrol,160.0,47.1,1.4,7280
4789,2117,18828,ford, Galaxy,2019,Manual,9129,Diesel,145.0,55.4,2.0,26430
4790,2118,16469,bmw, X4,2019,Semi-Auto,4231,Diesel,150.0,42.8,2.0,33998
4791,2119,15524,merc, CLA Class,2019,Automatic,9054,Diesel,145.0,51.4,2.1,25491
4792,2120,19078,merc, V Class,2018,Manual,29723,Diesel,145.0,46.3,2.1,19498
4793,2121,12086,bmw, M4,2019,Semi-Auto,101,Petrol,145.0,34.0,3.0,41980
4794,2122,12781,bmw, X4,2015,Automatic,51536,Diesel,200.0,47.9,3.0,19799
4795,2123,18227,toyota, Verso,2015,Semi-Auto,11536,Petrol,160.0,43.5,1.8,14871
4796,2124,15044,merc, CLA Class,2014,Automatic,41445,Petrol,205.0,39.8,2.0,24995
4797,2125,16985,ford, Edge,2019,Automatic,10,Diesel,145.0,37.2,2.0,33500
4798,2126,15260,merc, GL Class,2016,Automatic,19859,Diesel,125.0,56.5,2.1,25999
4799,2127,14891,hyundi, IX35,2015,Manual,26564,Petrol,200.0,41.5,0.0,9700
4800,2128,16845,ford, KA,2015,Manual,12809,Petrol,30.0,57.7,1.2,5420
4801,2129,15533,skoda, Scala,2019,Automatic,8347,Diesel,145.0,54.3,1.6,17490
4802,2130,14157,bmw, X7,2020,Semi-Auto,3116,Diesel,145.0,31.4,3.0,72000
4803,2131,16123,skoda, Kamiq,2019,Automatic,200,Other,145.0,44.1,1.5,18980
4804,2132,16609,merc, V Class,2019,Automatic,500,Diesel,145.0,36.2,2.0,45395
4805,2133,14707,bmw, Z4,2019,Semi-Auto,2485,Petrol,145.0,38.7,2.0,32449
4806,2134,18036,hyundi, IX35,2014,Manual,51023,Diesel,145.0,53.3,1.7,7995
4807,2135,18830,ford, Grand C-MAX,2013,Automatic,47421,Diesel,165.0,48.7,2.0,8470
4808,2136,19158,ford, Edge,2017,Automatic,20540,Diesel,160.0,48.7,2.0,19997
4809,2137,14162,toyota, Prius,2017,Automatic,24301,Hybrid,0.0,68.9,1.8,21995
4810,2138,12050,vauxhall, Zafira Tourer,2016,Automatic,14000,Petrol,200.0,40.9,1.4,12990
4811,2139,14594,merc, SLK,2013,Automatic,43739,Diesel,145.0,56.5,2.1,10499
4812,2140,17493,vw, Scirocco,2016,Manual,28000,Petrol,150.0,47.1,2.0,13993
4813,2141,13550,vw, Arteon,2019,Automatic,6000,Diesel,145.0,44.1,2.0,27990
4814,2142,18469,audi, A7,2015,Semi-Auto,41656,Diesel,145.0,54.3,3.0,19998
4815,2143,14236,merc, CLS Class,2016,Semi-Auto,44029,Diesel,125.0,57.7,2.1,19980
4816,2144,18112,toyota, Verso,2017,Manual,19303,Diesel,145.0,62.8,1.6,12800
4817,2145,15849,merc, S Class,2016,Semi-Auto,25317,Petrol,570.0,24.1,6.0,79950
4818,2146,17715,audi, RS4,2020,Semi-Auto,2200,Petrol,145.0,28.8,2.9,69995
4819,2147,16015,skoda, Yeti,2016,Manual,30000,Petrol,125.0,51.4,1.2,12495
4820,2148,19051,ford, Mustang,2020,Manual,613,Petrol,145.0,31.4,2.3,33979
4821,2149,15051,ford, KA,2014,Manual,25766,Petrol,30.0,57.7,1.2,5500
4822,2150,19014,ford, Grand Tourneo Connect,2018,Automatic,9486,Diesel,145.0,56.6,1.5,15990
4823,2151,17846,vw, Arteon,2019,Semi-Auto,20,Diesel,145.0,50.4,2.0,31498
4824,2152,17725,bmw, 8 Series,2019,Semi-Auto,5441,Diesel,145.0,40.4,3.0,59990
4825,2153,14842,ford, Tourneo Connect,2016,Manual,26545,Diesel,30.0,64.2,1.5,12500
4826,2154,16581,merc, CLA Class,2016,Manual,47020,Petrol,125.0,51.4,1.6,14000
4827,2155,18753,vw, Arteon,2019,Semi-Auto,3438,Diesel,145.0,50.4,2.0,28995
4828,2156,17277,vw, Tiguan Allspace,2019,Automatic,8708,Petrol,145.0,30.7,2.0,31490
4829,2157,15408,vw, Amarok,2019,Automatic,3997,Diesel,260.0,33.6,3.0,31350
4830,2158,13766,merc, CLS Class,2019,Semi-Auto,12346,Diesel,145.0,47.9,2.9,43499
4831,2159,18018,hyundi, Santa Fe,2016,Semi-Auto,32223,Diesel,240.0,42.2,2.2,19000
4832,2160,16600,vauxhall, Combo Life,2018,Manual,2770,Diesel,145.0,53.3,1.5,15300
4833,2161,14755,vw, CC,2017,Manual,37353,Diesel,30.0,62.8,2.0,12791
4834,2162,15669,hyundi, I800,2018,Manual,22756,Diesel,145.0,31.7,2.5,16895
4835,2163,12494,merc, V Class,2019,Automatic,14227,Diesel,145.0,45.6,2.2,38949
4836,2164,16096,hyundi, IX35,2015,Manual,23866,Diesel,145.0,54.3,1.7,9691
4837,2165,16577,bmw, Z3,2002,Automatic,16500,Petrol,325.0,29.4,2.2,14995
4838,2166,18853,hyundi, Santa Fe,2015,Semi-Auto,11673,Diesel,265.0,41.5,2.2,18992
4839,2167,14021,bmw, M4,2017,Automatic,24905,Petrol,150.0,34.0,3.0,32000
4840,2168,17494,ford, Edge,2019,Automatic,1,Diesel,145.0,37.2,2.0,33495
4841,2169,17201,merc, S Class,2019,Semi-Auto,11876,Diesel,145.0,52.3,3.0,47599
4842,2170,18104,vw, Amarok,2018,Automatic,18397,Diesel,260.0,36.2,3.0,26880
4843,2171,16784,vw, Arteon,2019,Semi-Auto,553,Petrol,145.0,47.1,2.0,28690
4844,2172,14109,skoda, Scala,2020,Manual,1652,Diesel,145.0,57.7,1.6,16957
4845,2173,18656,bmw, Z4,2010,Manual,68090,Petrol,305.0,33.2,2.5,9440
4846,2174,13202,ford, Galaxy,2016,Manual,32792,Diesel,125.0,56.5,2.0,14499
4847,2175,14910,merc, V Class,2019,Automatic,18812,Diesel,150.0,48.7,2.1,20391
4848,2176,15666,toyota, GT86,2016,Manual,28321,Petrol,265.0,36.2,2.0,15000
4849,2177,13219,toyota, Prius,2019,Automatic,2979,Hybrid,140.0,62.8,1.8,26990
4850,2178,15373,hyundi, IX20,2016,Manual,38756,Petrol,125.0,50.4,1.4,7240
4851,2179,18505,toyota, Prius,2019,Automatic,1995,Hybrid,135.0,61.4,1.8,22490
4852,2180,12701,ford, Grand Tourneo Connect,2017,Manual,52175,Diesel,30.0,64.2,1.5,12500
4853,2181,15252,vw, Caravelle,2019,Automatic,4473,Diesel,150.0,33.6,2.0,46999
4854,2182,14403,audi, A7,2016,Automatic,48669,Diesel,125.0,61.4,3.0,19990
4855,2183,15397,toyota, Supra,2019,Semi-Auto,1902,Petrol,145.0,34.5,3.0,51995
4856,2184,17248,vauxhall, Zafira Tourer,2016,Automatic,21491,Petrol,235.0,39.2,1.4,11925
4857,2185,14901,bmw, Z4,2020,Semi-Auto,603,Petrol,145.0,38.7,2.0,33993
4858,2186,16695,vauxhall, Combo Life,2019,Manual,8556,Diesel,145.0,53.3,1.5,13498
4859,2187,12227,merc, CLS Class,2019,Automatic,6273,Diesel,145.0,48.7,2.9,35980
4860,2188,13728,ford, KA,2014,Manual,41127,Petrol,30.0,57.7,1.2,4500
4861,2189,15773,audi, RS5,2014,Automatic,49989,Petrol,555.0,26.4,4.2,26995
4862,2190,13839,merc, CLS Class,2016,Semi-Auto,23636,Diesel,160.0,51.4,3.0,22498
4863,2191,15965,bmw, X4,2015,Automatic,95408,Diesel,145.0,54.3,2.0,15199
4864,2192,12383,bmw, M4,2019,Semi-Auto,13,Petrol,145.0,32.5,3.0,48940
4865,2193,15382,vw, Caddy,2015,Manual,54641,Diesel,265.0,60.1,2.0,12490
4866,2194,12067,toyota, Verso,2013,Manual,55965,Petrol,205.0,42.8,1.6,8490
4867,2195,17869,bmw, X4,2017,Semi-Auto,18150,Diesel,200.0,47.9,3.0,25000
4868,2196,17283,merc, V Class,2019,Automatic,500,Diesel,145.0,38.2,2.1,27000
4869,2197,14738,toyota, Prius,2016,Automatic,32988,Hybrid,0.0,94.1,1.8,17995
4870,2198,16710,ford, KA,2007,Manual,50000,Petrol,160.0,45.6,1.3,1990
4871,2199,17070,vw, CC,2016,Semi-Auto,33810,Diesel,125.0,56.5,2.0,13495
4872,2200,14759,audi, A8,2018,Automatic,5289,Diesel,145.0,50.4,3.0,36990
4873,2201,15712,vw, Scirocco,2012,Manual,68580,Petrol,235.0,37.2,2.0,8990
4874,2202,15239,skoda, Scala,2019,Manual,3587,Petrol,145.0,49.6,1.0,17490
4875,2203,13615,vw, Caravelle,2014,Automatic,72000,Diesel,325.0,34.9,2.0,23950
4876,2204,19050,ford, Grand C-MAX,2012,Manual,58745,Petrol,200.0,40.9,1.6,6650
4877,2205,12344,bmw, M4,2019,Semi-Auto,2258,Petrol,145.0,34.0,3.0,48000
4878,2206,15528,bmw, X7,2019,Semi-Auto,1500,Diesel,150.0,33.6,3.0,64999
4879,2207,18816,merc, V Class,2019,Semi-Auto,2924,Diesel,145.0,44.8,2.2,36980
4880,2208,12868,hyundi, I800,2016,Automatic,55088,Diesel,330.0,33.6,2.5,12000
4881,2209,12387,vw, Beetle,2015,Manual,50000,Diesel,30.0,61.4,2.0,10995
4882,2210,15128,merc, V Class,2019,Automatic,3000,Diesel,150.0,37.2,2.0,43890
4883,2211,17866,skoda, Scala,2020,Semi-Auto,250,Petrol,145.0,47.1,1.0,17495
4884,2212,14840,ford, Galaxy,2017,Manual,35930,Diesel,125.0,56.5,2.0,18749
4885,2213,17381,merc, V Class,2016,Semi-Auto,24754,Diesel,235.0,44.8,2.2,32134
4886,2214,19407,ford, Puma,2019,Manual,1693,Petrol,145.0,50.4,1.0,19000
4887,2215,16812,ford, Grand C-MAX,2016,Manual,26611,Petrol,30.0,54.3,1.0,9991
4888,2216,13395,bmw, i3,2016,Automatic,59945,Hybrid,0.0,470.8,0.0,14900
4889,2217,13780,merc, S Class,2019,Automatic,1933,Diesel,145.0,40.4,3.0,55995
4890,2218,19274,merc, CLS Class,2016,Automatic,30744,Diesel,125.0,57.7,2.1,19480
4891,2219,19442,toyota, Prius,2019,Automatic,4000,Hybrid,135.0,235.0,1.8,21500
4892,2220,19230,bmw, M4,2019,Semi-Auto,5650,Petrol,145.0,32.5,3.0,47898
4893,2221,15469,vauxhall, Antara,2013,Manual,47600,Diesel,240.0,44.1,2.2,8990
4894,2222,12374,hyundi, IX20,2013,Manual,50227,Petrol,150.0,45.6,1.4,5690
4895,2223,16800,audi, A7,2016,Automatic,30122,Diesel,150.0,53.3,3.0,22450
4896,2224,18318,ford, Galaxy,2016,Manual,24758,Diesel,125.0,56.5,2.0,16500
4897,2225,16945,ford, Tourneo Custom,2015,Manual,30324,Diesel,235.0,43.5,2.2,15998
4898,2226,19271,merc, S Class,2018,Automatic,3728,Diesel,145.0,48.7,3.0,57899
4899,2227,17155,vw, CC,2016,Manual,74194,Diesel,125.0,55.4,2.0,10000
4900,2228,13963,vw, Amarok,2019,Automatic,7583,Diesel,260.0,28.3,3.0,37995
4901,2229,18724,skoda, Yeti,2015,Semi-Auto,36502,Petrol,125.0,51.4,1.2,9995
4902,2230,18465,hyundi, Santa Fe,2017,Manual,28507,Diesel,150.0,47.1,2.2,18000
4903,2231,14994,ford, Grand C-MAX,2015,Manual,28359,Diesel,125.0,60.1,1.6,8998
4904,2232,12025,merc, CLS Class,2019,Semi-Auto,3418,Diesel,145.0,47.9,2.9,45699
4905,2233,18901,vw, Arteon,2019,Automatic,6786,Petrol,145.0,32.8,2.0,29980
4906,2234,18966,bmw, 8 Series,2019,Automatic,5883,Petrol,145.0,33.6,3.0,62995
4907,2235,18895,merc, V Class,2019,Automatic,2582,Diesel,145.0,45.6,2.2,41730
4908,2236,15152,merc, V Class,2018,Manual,27222,Diesel,145.0,46.3,2.1,19998
4909,2237,12319,bmw, 6 Series,2017,Semi-Auto,25975,Diesel,160.0,51.4,3.0,23990
4910,2238,17225,toyota, Land Cruiser,2020,Automatic,3500,Diesel,145.0,30.1,2.8,50995
4911,2239,13346,merc, V Class,2016,Automatic,48000,Diesel,235.0,44.8,2.2,30449
4912,2240,18055,merc, V Class,2019,Automatic,11588,Diesel,145.0,45.6,2.2,38949
4913,2241,17464,merc, SLK,2015,Automatic,21078,Diesel,30.0,70.6,2.1,14900
4914,2242,14609,skoda, Yeti,2014,Manual,40224,Diesel,145.0,55.4,2.0,8990
4915,2243,18386,vauxhall, Combo Life,2019,Manual,4960,Diesel,145.0,53.3,1.5,14298
4916,2244,14364,toyota, Verso,2016,Manual,7674,Diesel,30.0,62.8,1.6,12230
4917,2245,17507,skoda, Kamiq,2019,Manual,3541,Diesel,145.0,56.5,1.6,20866
4918,2246,16548,bmw, M4,2020,Automatic,10,Petrol,150.0,34.0,3.0,49488
4919,2247,16822,audi, SQ5,2017,Automatic,20000,Petrol,145.0,34.0,3.0,37700
4920,2248,14049,ford, Galaxy,2016,Manual,28288,Diesel,125.0,56.5,2.0,17995
4921,2249,17232,hyundi, I40,2016,Manual,67654,Diesel,30.0,65.7,1.7,8599
4922,2250,15540,bmw, 6 Series,2017,Semi-Auto,23451,Diesel,200.0,49.6,3.0,22991
4923,2251,19621,hyundi, IX20,2017,Manual,15687,Petrol,125.0,50.4,1.4,8798
4924,2252,15359,ford, Edge,2017,Manual,41940,Diesel,145.0,47.9,2.0,19710
4925,2253,17003,skoda, Yeti,2016,Semi-Auto,24070,Petrol,125.0,51.4,1.2,10907
4926,2254,14379,ford, Grand C-MAX,2017,Manual,17509,Petrol,145.0,54.3,1.0,12931
4927,2255,16355,vauxhall, GTC,2016,Manual,48877,Diesel,30.0,67.3,1.6,8991
4928,2256,13732,bmw, X4,2020,Semi-Auto,1608,Petrol,145.0,26.9,3.0,45500
4929,2257,16025,hyundi, IX20,2016,Manual,8423,Petrol,125.0,50.4,1.4,8298
4930,2258,16079,bmw, M4,2015,Automatic,35284,Petrol,300.0,34.0,3.0,26499
4931,2259,16758,ford, Edge,2017,Semi-Auto,24224,Diesel,150.0,48.7,2.0,20999
4932,2260,14878,ford, Grand C-MAX,2018,Manual,21965,Petrol,145.0,54.3,1.0,11795
4933,2261,18745,bmw, M4,2016,Automatic,771,Petrol,300.0,33.2,3.0,99950
4934,2262,16876,skoda, Yeti,2016,Manual,36817,Diesel,30.0,62.8,2.0,11100
4935,2263,18567,toyota, GT86,2018,Manual,5260,Petrol,145.0,36.2,2.0,20695
4936,2264,16195,audi, Q8,2020,Automatic,1500,Diesel,145.0,32.8,3.0,63888
4937,2265,12124,merc, GL Class,2017,Automatic,30827,Diesel,200.0,47.9,2.1,27999
4938,2266,18949,bmw, i8,2015,Automatic,43102,Hybrid,0.0,134.5,1.5,42890
4939,2267,16723,bmw, 7 Series,2015,Automatic,52000,Diesel,145.0,56.5,3.0,25990
4940,2268,15419,vauxhall, Combo Life,2019,Automatic,564,Diesel,145.0,50.4,1.5,18000
4941,2269,19624,vw, Scirocco,2017,Semi-Auto,10419,Diesel,30.0,57.6,2.0,16400
4942,2270,15780,ford, Grand C-MAX,2015,Manual,49633,Diesel,30.0,64.2,1.5,8991
4943,2271,16766,vauxhall, Zafira Tourer,2015,Manual,29600,Diesel,30.0,62.7,1.6,9000
